mu_pred,conf_pred,iter_pred
57.5207900222263,3.4,4
48.9140271675269,8,4
53.5178143356784,12,6
54.0616124493634,11.4,4
39.0098510737599,14.6,5
53.1898456497438,5,3
59.7899453161714,4.8,4
11.9650451592453,4.4,5
60.149402473502,11.4,11
53.7509912323751,7.8,8
73.3295697430932,2.4,4
29.6172165178075,1.8,3
62.3638058738384,6.4,6
54.2770461140997,8.8,3
57.8246976037308,4.8,4
50.026258055855,7.2,15
60.1426953589061,10.2,3
32.9167393039185,10.4,4
51.6604345900275,7.2,9
58.4355375189232,6,3
58.2347604554466,12,6
44.6317710730219,3.4,4
67.7475346566835,8.4,4
54.2991636119639,5.8,9
45.8323423676642,9,6
42.6281323089088,12.2,6
44.4686962253405,9.8,2
58.1777668047021,11.8,4
49.7739128761717,8.4,3
50.432863494846,14.4,5
64.0083373266953,10.6,9
40.4976639884905,9.4,12
65.243060812827,4.8,9
74.2819777432565,7.4,6
63.2230255039633,8.4,8
40.7416871725259,5.4,9
52.7420248592927,8.2,4
65.8949274996641,8.8,26
49.5060909939574,5.4,2
62.7052760807438,3.8,7
49.6286890121287,9.2,7
60.4119271679231,2.6,3
73.5644888621587,7.6,4
51.585950386513,12.6,10
23.3778500079312,5.4,7
44.1275594022027,1.8,4
60.5926455399614,9.8,4
35.3641319615585,8,2
29.5631301354938,4.8,5
52.065056194277,12.4,14
40.2865956829922,7,7
40.6405808035292,10.4,3
23.0186468709058,5.2,5
54.2810923486302,13.2,13
69.2717577912445,11.4,11
50.1681120287488,12.4,8
41.0954083800148,6.4,24
35.3679129459153,8,5
53.3055270979095,8,4
60.2974586176798,10.6,9
59.4695863469577,13.2,3
54.6312822730866,11.4,5
20.5528704782254,3.6,4
52.4035462074966,7.2,7
54.9357376542808,8.6,5
79.3875490109927,6.2,5
68.3105613933952,8.6,4
68.2565952078092,9.4,4
62.8029558991858,8.2,22
47.7587209913899,12.2,5
43.5387463556498,4.8,8
39.8160045426067,5.6,4
42.6861038850377,7,6
35.6196325263288,6,5
48.3109681864702,9.8,3
11.5969705247762,0.8,4
55.2506293823228,11.2,14
17.0774456653617,6,5
51.3029739704377,22.8,13
49.9286467476981,6.2,3
25.5631289349862,5.2,7
27.291676751723,5.2,5
26.9651330107567,7.2,3
9.42385886331476,3.6,3
76.9164563369748,7.6,11
64.9175609890661,9.2,11
56.1388632819037,10.6,8
62.2518638929865,7.8,4
42.3082402853232,6.8,3
67.4732169681098,11,4
33.020794208372,7.4,3
50.7396256209748,6,4
72.7120079373962,4.4,3
43.6175746574845,10.2,3
72.7083808569549,5.2,5
38.5242867405521,4.2,3
72.1810008149152,7.4,6
50.017603904721,7.8,6
29.7931597955762,11.8,4
48.8425484980311,11,10
68.9799255644143,7,4
57.5453441098215,3.4,6
8.81909378256267,3.6,8
74.1593782417091,10.2,7
47.6009727834188,7.2,2
62.2175117801415,12.4,11
43.8986724308797,5.6,3
35.3674126661779,10.4,5
53.8178157474248,6,16
39.4893396817172,8.8,11
43.4367501129009,8,3
55.0170090964499,6.2,4
67.5309707679799,3,3
40.0036202747968,8.4,4
48.7436812330307,6.6,4
67.06437500435,9.4,10
71.2391715330495,5,3
76.7019716157548,4.8,3
67.3188325083904,1.6,3
63.7125981595489,3.2,3
29.2421996138694,7.6,3
40.2196954845822,10.4,7
24.7294111166051,2.4,3
68.7541948330359,11,8
38.2893735896149,11.2,11
64.7875196429478,4.6,4
66.2787267263349,6,3
54.5655941500818,8.4,13
69.3719547769393,5.4,4
61.6254888528912,6.4,7
41.7563469798982,14.4,15
57.3691745724452,7.2,5
67.4780897625759,5.6,4
61.1218094363856,7.2,5
60.451753256128,7.4,12
58.4498915240062,9.6,5
58.4924562902466,10.8,14
72.4439817495847,9,4
63.4792265612832,6.8,6
72.8158262291637,1.4,3
12.6118760244419,3,8
33.9996296232275,9.4,5
73.4919288756527,4.8,8
28.4661694063977,14.6,4
53.9789233042772,8.6,5
55.287844271397,8.6,3
36.8946865842584,2.4,4
50.4491144114832,8.6,14
56.0199763724265,7.6,7
44.0595877995045,15.4,3
50.5652701089018,4.8,5
48.4440922627231,5.8,3
50.6121180473885,5.2,4
46.8599242592937,8.8,10
35.7501583559474,10,7
70.8005118220631,5.2,3
37.2819257900937,6,12
91.9715132390143,4.2,6
49.7319539143964,6.2,3
52.4212111805564,7.6,5
55.6987559057332,6.2,9
58.2390281713136,10.8,3
20.7177331600938,4.6,6
71.7430874018938,8,4
68.6012182394523,8.2,3
39.2420824837837,8,4
61.9058030957402,4.8,4
39.0534659399004,6.6,3
45.5936762489241,9,6
48.0120928334235,7.2,6
45.5886570568893,14.4,7
50.4483747650729,7.8,8
62.8993162013724,11.2,3
86.5169979883528,1.2,4
51.1560106095403,12.2,9
54.8244423239022,11.4,16
54.6181442833097,8.2,9
58.0401300017519,13.6,15
44.7704518427248,4.8,3
37.0311764351197,3.2,5
43.6640560182242,13.6,3
32.2379375464041,8.4,2
48.8617720172048,9.2,14
62.2733133957455,2.2,4
26.7813084149732,6,8
66.9193421945485,7,4
14.8170496298157,4.6,7
42.6999538032482,8.2,3
66.2397240678223,9.4,15
68.4134434901026,13.8,6
42.8485815061675,6.6,4
24.9305948462102,11.4,5
32.2845132882922,6.6,5
36.9785610179015,12.6,4
31.7624217606189,6,5
47.5209684426445,10.2,13
66.6745383527623,5.4,5
29.9501602465568,7.8,5
56.3038299099911,9.6,6
42.5190520430125,14.2,11
40.5300351632679,7.2,17
42.6788427926393,5,5
44.3165088938163,8.8,27
56.6106295460279,7.4,3
50.4256651031022,5.2,6
61.2933817382243,9.8,3
44.6891129258659,7.8,3
56.7260070263153,9.6,6
35.4006944274562,11.4,6
52.85135580491,2,4
29.6356421754902,6.6,4
41.6167771515686,3.8,4
50.7038229370534,12.8,19
61.2096825465021,7,6
73.526324872324,9.2,6
66.7003594063386,8,6
58.9382330693448,11,4
41.3233259563999,11.2,9
54.9853325130023,8.8,5
48.5845184899149,9.8,15
22.9978946154901,9.6,11
79.7129645633273,4.4,4
46.4820207881578,5.8,12
90.3758818882264,1.8,4
66.0181899683514,5.4,4
43.7542540641423,9.4,3
65.2312081358347,8.6,5
53.4080897765166,11,9
49.0677537219508,7.2,6
85.9266796447568,3,3
20.4232120445951,2.8,3
51.948469387538,7.2,6
84.1810988549961,6.2,8
64.9976542297654,0.2,3
43.137929658619,3.6,3
19.0414991722694,2.4,6
53.6511854463035,11,7
73.8925488446286,4.4,7
37.7675866906086,7.6,6
65.2207727459433,7.4,14
68.9411758184812,10.6,27
44.6317808015333,13.2,3
64.443152899916,7.4,7
83.9932840691818,3.4,3
62.5522114336051,13,18
49.665776271323,1.8,3
48.2150651571772,5.4,5
25.2826963049005,7.4,5
63.3031740912311,8.2,7
57.4510155082725,7.2,5
53.3198789627672,6.6,4
56.8487012766182,12,3
76.5048703224339,4.6,9
48.6045124498037,5,3
54.7174970436704,16.4,50
44.1829937131524,6.6,15
41.9642954585021,5.4,4
47.4517391830553,12.6,12
49.7575647755855,16.4,14
46.461843460916,8,9
18.5847100182396,6.8,3
52.018059179947,8.8,3
34.6371253900472,8.6,10
53.3383391220052,11,9
18.4826317969483,4.2,6
21.797729510001,0.6,4
25.7303786299712,6.2,7
35.9691374088602,3.8,7
59.2844288934312,7.4,4
64.2077789038418,9.6,4
45.2986349635341,7.4,5
69.4067091700919,5.2,3
25.4158551202876,7.8,6
54.1910009685859,4.6,7
6.17841108089855,0.8,3
78.1938070626435,5.2,3
33.2825978260047,8,6
54.5997901549906,2.4,3
28.8193905651047,4.8,3
54.9117550548512,17,4
81.0037970049456,2,3
56.607679242092,8.2,7
54.1188333645557,9.6,5
43.81865263517,8.6,8
30.8499903508632,8.8,2
47.7234741163497,19.2,3
45.772339720115,8.6,4
54.4893693500196,6.2,6
64.5640005237548,8.6,3
44.1163145519124,8.8,5
46.4706340021037,5.4,11
43.7153314184564,7.8,6
46.6871925936896,4.8,7
51.4939103943847,4.8,3
47.8666200986069,7.6,14
58.51434265197,7.4,9
57.7226513970931,7.4,6
30.0512808344617,4.4,3
25.1898105656174,4.8,7
64.9619582789149,5.2,10
69.5976398282802,1.8,5
83.9627097387955,4.8,5
34.8242208869642,6.4,4
73.8315006558906,1.4,4
56.191763669496,6.8,4
57.7375856302486,6.2,7
56.764441930632,2.8,7
28.3089318311887,5.4,9
52.386035227344,8.2,13
51.3352253360425,2.8,3
56.0567046985828,13.6,14
20.8773628292531,4.2,3
40.2081043326364,9.8,2
52.3658463138528,10.6,4
45.5205382439421,12.8,18
58.8767921529434,7.4,8
55.5296382403277,5.2,4
44.5975794774327,4.4,12
62.9004995817111,15.6,13
42.0396178750602,8,8
67.9323381314858,5.8,4
31.3713693772441,7.6,6
38.1575840875135,8,4
51.6411569760368,6,6
69.9278885729929,5.2,21
52.5109563820387,15.4,5
58.9610401196446,11,9
62.4795705126172,6.4,7
40.2355106975642,5,4
92.9634434313819,2,5
48.4060751750886,4.8,10
34.8449454404757,5.8,7
56.4561687789245,8.8,8
28.0801445581226,8.2,16
69.7820575125049,4,4
31.5056244609519,11,4
51.3116530227749,7.6,7
52.9087654882864,7.2,5
43.0602995858957,7.2,3
45.8444518216129,7.6,3
64.4595738666319,7,9
74.337242073802,6.4,5
45.3891565603202,8.4,7
55.547680089994,8.8,4
33.2604122372888,4.2,4
37.1174968970123,4.6,6
47.0446197023057,9.8,12
51.970997838271,17,6
69.3477075324456,8,4
46.1162404599759,4.8,4
24.4153503851834,12.4,10
45.553017330748,8,20
84.4051051592898,1,4
32.0829383489508,4,4
65.2467332388007,11.6,21
68.130508979079,2.4,4
26.0288727352058,10.8,2
59.1332592591919,9.2,3
54.5038556127262,11.4,9
55.9175559741422,5.4,5
58.8245848728101,10.6,3
25.994351216793,1.6,6
71.1455930737711,11.6,19
54.208980959037,11,14
48.7234202869239,9.8,20
43.4133376762167,4.2,3
91.2847784580356,3.8,3
38.2988122401507,10.2,12
26.4268699499867,1.2,4
48.8467359634695,12.2,10
49.1798884052718,8.4,22
58.3806566806983,7.2,8
51.1099161882043,10,6
48.3204869790321,6.4,7
63.2873972632785,15.4,17
18.642060439511,5.4,4
56.249807605981,7.8,3
80.9484808552971,7.2,5
31.6157028480366,10,3
54.4921889245477,9.8,5
48.2066564871372,11.4,11
33.7115879595041,10.4,14
35.7214008209793,4.8,10
87.7464360766737,2.6,3
51.666401507442,7.4,12
31.0433559999953,10,3
68.0586499636603,6.8,6
25.5184399962621,7.4,4
38.8555400640955,12.2,4
52.5989354238335,6.6,3
69.982752192639,6.6,4
50.2855405988303,10.2,4
70.2051077285923,4,8
53.9141843332279,4.8,6
44.7863640253473,9.4,15
54.8100126339342,10.4,2
21.8484855745167,5.2,6
81.1276168622054,0.8,5
59.8137649269027,4.2,7
58.4915290571187,15,20
36.4401001560011,4.6,3
40.3907308820822,7.8,20
59.9759499446856,4.2,7
41.7577902082949,7,3
60.0879742724361,11.6,10
69.8014181017187,2.8,4
45.7431091776119,7.4,5
41.954861265343,6.4,8
97.3459936012067,0.8,4
45.4259621617582,9.4,16
56.9030128167302,13.8,15
36.4779131241158,5,4
39.0688796136777,6.2,6
53.5739481745305,10.2,8
74.7577226740051,9.2,5
37.5223933021675,9.2,9
44.8471753315198,0.4,3
37.2836330348095,8.4,9
64.64632623114,4.8,5
81.2868835201299,3,3
37.1572201451141,1.8,4
80.8704936352836,9.8,7
63.4212890441317,15.2,8
64.4788711954338,11.6,3
39.3587363180482,3.8,6
53.1833322810685,6.8,15
27.5396358011607,5.8,3
41.1146372118552,8.8,11
64.5315525719581,8.2,4
47.7177821017739,10.4,6
32.7013186490137,6.8,3
54.9064268405313,10.2,5
30.5545614466451,6.4,3
21.8067897683553,7.8,7
48.7578774551766,12.6,3
73.3461985585083,5.4,4
50.4940256619851,4.6,3
58.0345610549673,6.8,4
31.3923674208725,9.2,4
32.2288336994943,10,18
47.9658969864935,9.4,4
54.4349605672632,9.6,3
71.3410737589071,12.4,7
73.2605826259406,3,4
52.170051370691,9,18
67.7439546554211,7.2,13
40.4695929569758,9.2,3
53.4769153568724,6.6,3
58.9198806186884,7.6,3
43.3225645700346,6.2,3
61.1802439237848,6.6,4
52.8154293479856,10.6,4
45.2706151341852,8.4,8
71.7838621205607,5.8,10
53.8365775749749,1.6,3
24.9324979849899,6.2,5
41.947386025576,8.8,3
25.8361715101542,8.4,17
78.4767788765656,3,6
17.5194599228946,5.4,2
31.6373701858118,4.4,3
35.6995033975684,8.6,3
51.6340304472719,9,5
84.4103033961335,7.4,3
13.3807380886444,4.2,4
54.8080261637049,9,7
66.4639191669899,8.4,14
69.5032364580237,7.4,4
79.2594515755787,2.4,4
79.4552854122082,5.8,6
51.7570228609496,2.8,4
29.9224753786197,15.2,3
42.1632247870767,9.4,7
58.5838243638022,6.6,5
51.6498606832531,5.6,7
55.8782605696153,12.8,5
56.6014186747024,16.2,11
62.8478183229561,7.4,15
62.9576443939668,6.4,4
48.0160335855477,7.8,6
67.5436333711061,10.2,8
44.571180927233,3.4,3
64.5972209935226,5.6,12
63.8944535804561,6,4
90.334904053673,2.6,5
39.4277012268941,7,5
53.411129264179,6.2,6
45.1866521473199,14.2,15
41.4175649104329,14.8,7
43.2137419490734,9,9
62.6187355736626,11.6,12
60.8777685163899,8.8,5
54.8212579074771,5.6,3
42.2268632570265,12.8,5
55.4181254076234,10.2,6
38.4559612857085,6,5
35.8061503745001,5,4
71.6807110765068,5,4
15.9907505805168,4.2,5
45.654677894628,10.2,10
73.6196986629024,3,4
53.083308464191,8.6,5
40.8523664241095,9.4,9
51.157527502158,8.6,3
55.382009185254,8.4,6
77.6866614968934,7.8,4
50.9346245324172,21,6
55.9823264576386,13.8,6
54.6569689647297,8,3
48.2225653931669,9.6,5
38.5780197190197,7.4,6
47.1375697617998,13.6,3
51.3223775132804,8.2,13
58.5396156889335,8.4,3
67.9527645998035,12.8,7
43.3855042726273,16,20
65.5882410025909,3.4,3
42.6159390454961,6.6,4
40.7341877472454,10.4,15
68.3094225075524,6.4,15
87.2438826563053,4.2,6
59.8700272274771,9.2,2
64.2611902489284,12,16
46.9472638759007,12.2,3
74.1540099416117,3.4,4
96.730882442328,0.8,4
28.5616230904056,7.4,7
51.7601343781825,0.6,4
61.8555224588986,8.6,17
64.2641564613237,12.2,18
50.5426041843739,9.8,4
55.009989333957,10.2,6
51.021429106297,8.2,4
35.3121634281904,9.2,5
65.9524048871753,10.6,3
54.540635083301,6.4,5
49.512194791244,12.2,3
41.2095472506654,9,5
45.9221559555923,14.6,15
46.1841697832818,10.4,4
67.3864877300971,7,3
74.7850293349319,6.6,5
18.6317115676941,6.2,5
63.7313129995222,12,17
41.7799543709153,5,3
79.4837968000888,9.6,5
35.0284949914034,1.4,4
59.4431295551665,8.6,8
19.2985765788586,3,5
28.1313728731321,8.4,9
51.086047171326,8.8,5
35.4979537126277,7.4,3
55.2015103205274,9.8,10
30.8086840645516,5.6,9
65.7197457017857,12.6,5
51.2126769230245,7.2,6
62.6964155679542,8.2,11
45.5642067678008,7.8,8
38.6835481230197,5.8,11
77.5362979488714,3.4,7
27.1596394338094,5.8,9
34.2859823762934,12,8
73.6615474600909,5,5
28.8728698830639,5.4,6
63.1597862918905,5.2,4
35.7391230302486,6,5
41.7091024369357,11.8,6
49.6397147409079,8.8,2
50.3790008920138,9.8,5
68.1593060977766,8.8,13
24.7811135410281,3,4
33.1558693200431,7.4,9
61.532733114622,7.6,5
36.7647725394988,6.4,4
72.2620439788399,9.8,3
53.6510560463195,17,13
42.5517920575421,7.6,5
33.6085738266788,7,4
51.0239902180715,9,4
48.4157746479851,7.2,4
48.3337612030425,7.8,4
24.1009415264824,5.4,3
41.2615505009534,15.8,5
60.0670513241708,7.8,6
46.9731406549528,8.6,8
57.6440406643136,7.4,5
42.319874258188,10.2,7
43.9480885251837,9,12
55.0921395006585,9.2,6
55.3153730594727,4,9
65.0720272895142,4.2,2
63.4796742651593,7.2,6
64.6929567699799,15.8,18
82.5028109821166,0.8,4
65.7052327809851,6,9
63.7875657547055,6.6,11
69.5690281212967,7.8,5
68.5725935712436,9,17
68.3304650668292,6.4,7
48.0658657423214,11.2,21
42.1804286823864,10.4,3
55.8932562099814,1.8,4
49.8336656477113,10,6
46.8355434811582,13.2,5
64.8187762831699,8,5
55.547974970577,9.6,8
47.5851678127747,7.6,5
39.7874502608891,7,7
8.00470370184458,3.4,6
34.2881184069387,9.2,4
86.6284451312095,3.6,7
65.5563144413785,5,5
36.1347450780691,8,7
56.1152788612833,9.4,4
54.5881405489746,4.8,4
46.5502758953721,7.4,3
56.7679185190468,8,4
47.192468580147,5.2,5
57.8824452134481,6,6
28.6844316638108,7.2,4
76.5663008357756,5,6
41.9740703263722,7.4,4
55.5960254216612,14.4,19
41.4277036351078,21.8,8
36.7711405132852,16.2,6
66.5596327011477,6.6,4
81.39601331621,8,7
35.1728247264014,6.2,5
38.507107656887,5.8,2
32.9426340370203,9.8,5
62.9865576900925,8.6,4
48.2176097962686,8.4,4
66.426288933445,12.4,16
62.4946907990555,10.2,3
42.5339915814069,9.6,12
53.1609434334089,5.4,3
59.0596222548472,16,14
67.3352319855548,4.6,5
37.5357320576352,8.4,3
41.7818404525661,12.2,7
48.6810782093334,1.4,3
51.4920114681274,8.6,4
32.6589825169369,3,5
70.5165748621828,6,4
37.8245330990726,5.2,3
32.8269688863511,6.4,4
54.9581700175122,10.2,3
38.5309875717578,4.8,13
62.2441176136916,6,6
54.222403585741,0.4,3
33.7014276631574,15,6
55.8749042911835,7,5
49.3279639913118,9.2,10
45.2872472944111,10.8,4
30.6290157576119,9.2,10
58.3727880452788,7.8,6
60.0887282270453,5.2,8
35.0316959667497,7,10
64.0479793029307,4.6,5
67.3162474590429,11.2,13
50.0491482626917,9.4,6
58.9190162621242,10.6,3
46.2047458001733,4,10
62.0390610962075,7,5
43.7661715639767,7,3
56.0183048945455,13.8,12
70.3730282059052,7,7
42.4080172821512,7.2,4
48.6183923327267,10.6,8
46.0239068309152,11,7
52.4328254872512,8,6
63.4947790126722,4.4,3
63.5178230329745,6.8,4
43.9648472014414,9,11
46.2753669068246,12.2,8
68.0428755595879,4.2,3
55.7366327331151,7.2,7
73.7618409100746,11.8,9
62.4904291442127,8.6,7
85.2809184639823,4.2,4
56.3578916051167,5.4,20
65.8717442382078,0.6,4
68.58393285831,7.2,5
30.1372126696376,9.6,8
37.720050718975,7.6,7
48.0055511236727,9,9
52.3503894366994,10.6,18
11.6096740700604,2.6,3
51.7248969345834,9.6,13
41.7400416640503,9,3
82.8164403267609,9.2,19
36.8401518886604,7.4,6
50.6781596218873,9.8,2
74.8638336730526,7.6,22
59.2700778304695,4.8,5
70.839129266535,9.6,3
18.4850157694557,4.8,3
55.4652482666699,8.8,5
58.3438044367674,18.2,27
54.0366811478254,8.4,8
41.7411586912792,10.4,4
37.2228526068078,15.6,7
54.1780510552097,8.8,6
58.5300731786583,12.2,14
43.8286598266823,5.2,5
60.9910230576238,6.2,3
23.3754699076088,7,5
37.9095729189422,7.6,9
48.368773763822,10.6,5
65.231765528994,8.6,12
50.0496091723671,6.8,5
68.2308037315597,9.2,4
54.1257133475098,9.2,8
66.621997169191,8,8
70.1224074336772,2.8,3
74.1407976938648,6.8,8
61.0619192090165,5.6,6
46.0993717405843,9.2,7
35.72922461644,8.4,11
58.3353782565993,12,30
32.0681820603707,8,3
43.4795751690232,10.2,3
48.0849568498352,4.2,4
37.3315534220257,8.6,7
48.6273371397994,7.2,3
56.1297038132601,6.4,3
21.3433996067994,3.4,4
46.2186733681731,8.6,4
50.3733678754323,8.2,4
40.6957850313465,9.2,3
88.1098296888501,4.6,3
40.4179753046416,10.4,4
58.0077899703804,8.4,4
27.7996770056097,7.2,4
27.6491899013396,4.8,4
19.8018491068978,1.6,4
19.88782223992,3.4,5
41.6064904812772,5.4,4
41.2221214978363,15.6,7
54.4366682978322,3.4,3
42.9269549821228,9.6,6
29.7569374469181,10,12
38.1543383454029,9,10
49.0649587249102,18.8,3
65.5136241843821,6.4,3
62.058247457278,3.2,4
71.3694132761698,10,4
28.9964762189506,5.2,7
43.5668636938128,8,3
55.2596221996026,6.8,4
63.9055438811949,7.6,7
41.9588174154707,8.6,7
66.4495473721585,7,4
66.1505090426792,9,10
64.1569140929263,12.8,3
38.6418569236735,10.6,3
52.9722941155579,7.2,10
25.2622232288017,10.4,20
38.1951674521309,12.2,8
75.7163634963607,6.8,6
36.6203867667189,5,12
39.4068505259725,14.8,10
53.7889582143079,9.4,3
46.3831021684133,6.2,4
62.7497104841176,9,3
72.762918644006,5.2,4
32.9404396442208,15.2,7
51.2889271868874,5.6,3
44.4650095129805,6.6,11
54.9240375462948,15.6,5
57.6822553888503,10.2,6
50.1676652470021,4.8,4
26.8551006188185,2.8,4
48.3928572653883,8.2,5
34.3254431340113,7.2,5
62.3574111421693,9.8,10
37.5022261038996,4.8,3
23.7943018396454,6.4,4
42.8389014371627,6.2,3
29.2563311823035,9.8,16
51.9790447023569,10,8
52.7672162021114,4,4
52.9250019383471,4.4,3
19.0959048407146,3.2,5
30.273315127182,9.2,4
39.8389394018851,11.8,28
27.4774691185504,3.2,5
33.5812859802325,6.4,5
50.7800293308438,10,8
47.4168588238637,10.6,7
62.7730689145623,10.6,14
60.8281753304243,10,7
47.4299978676922,8.4,10
56.8558756656566,9,6
59.4246193729739,23,3
70.2586192737835,6.2,4
49.087441885691,4.4,4
33.740553265532,9.4,15
14.822787594733,3.6,5
18.8058762812826,6,10
48.6871589210838,8,14
33.352748220309,5.2,4
43.7454455272103,7.4,3
67.3428628525739,5.4,3
53.3297279762549,9.8,5
56.3659926681319,7.4,11
55.296942292356,5.8,7
41.1546769575927,8.2,12
49.3927412509911,7.8,5
62.4897954552313,5.6,15
59.9113341916137,6,3
18.5521390091511,6.6,4
73.8679160695254,4.2,6
64.982342440735,9.2,4
60.1471757418335,7.6,3
28.6979938951792,13.6,5
62.6925357736133,6,8
54.717934782667,9.4,10
44.6665884737424,13.2,16
47.4923044801948,3.8,5
42.1249821975931,8.4,2
29.7466847966209,5,4
35.8258044846773,7,5
36.63017378561,11.6,4
51.3359421505383,5.4,4
71.4025426891869,8,3
34.7080627833411,3.6,4
35.6441255329734,6.8,4
31.6298708356986,6.2,3
52.004119968308,9.6,5
67.7716769129274,6.4,4
33.2633222362866,8.4,4
37.3008299766898,7.6,5
73.1633034521829,5.8,5
35.1917865767076,9.2,14
49.6395808944986,7,8
73.3180538006008,3.4,3
50.9256948075174,6,6
58.2864636167122,2,4
43.5573432560612,10.4,6
37.2108566242129,0.4,4
59.7756218438993,11.4,14
51.1979742165728,11,11
80.5982537258879,6.6,6
73.6878176939678,6.6,15
57.7136078189826,9.8,7
61.6643005304976,19.4,27
51.4174399127737,4,3
17.3075452981247,7.2,4
71.1121870751896,4.8,3
58.3768751039966,9.4,10
62.7576025773904,7.6,3
33.8777747747276,6,5
67.3126646716084,6.2,4
34.2040662842642,5,3
74.017564341261,9,8
64.3825103221363,6.2,4
54.1556223200564,21,34
38.9190809950791,9.8,12
50.1364358095967,8,8
34.8767888952222,7,4
52.5619340862485,5.4,11
52.4006068051278,8.4,3
37.910943623407,7.4,5
37.0789214666008,5.6,10
77.709918860969,3.8,4
46.0347629282266,8.6,3
35.3595704332314,7.4,13
72.3198650597621,7.8,3
44.1672552341115,8.2,8
65.3833705474367,5.2,4
78.6410086959015,0.6,4
50.2581232811921,8.6,3
54.3563665957191,7,3
61.7453935341001,12.8,9
88.0889559514238,6.6,4
51.8839708227622,6,12
58.9948341775669,9.6,10
37.4733952468479,18,3
20.8628231252518,1,4
57.2093570174385,11.2,6
24.1448823902564,9.2,6
40.6098803247561,9.4,8
33.2276274618919,12.6,4
69.979624595837,7.2,9
39.0615357493094,14,30
43.8004585197554,6,11
60.0963212040071,3,3
58.9868713069156,11.8,4
62.18259367209,6.6,6
54.2416022553561,3.2,4
42.2929375012954,9.2,5
50.6441977151412,3.6,8
45.5093447465229,5.8,3
58.0097858746912,1.8,5
52.6879876002692,10.8,8
40.5579996827658,6.2,3
54.5383200352494,10.6,15
30.7549738657487,11,14
32.3708814338774,8.4,5
53.2663478520715,8.8,5
18.0011886328952,4.8,3
53.5260864185454,9,3
53.4275278088777,6.8,4
37.2511000331052,5.2,3
36.4005661168127,13.8,7
34.865051519025,11.4,7
61.3796095058222,9.4,11
54.0417743614437,8.6,5
55.1053582637101,9,6
61.8949990521551,4.2,4
38.5377233311734,8.2,4
55.8615907187985,10,6
67.3553493124164,7.2,7
44.6244845537091,7.6,4
51.3477619178694,12.6,4
49.0024672441671,8.6,6
57.4776762139786,12.8,11
56.1491253290658,6.4,4
54.8737027668661,14.4,6
34.9325342026305,12,3
64.8471748124228,8.2,10
56.2283527135581,8.6,4
53.4527147660382,6,4
50.2417849133678,8.6,10
41.0953133589063,6.8,8
44.4735670683568,7.6,11
38.8944989448693,8.8,5
44.1417589582951,13.8,6
67.3517032388366,4.8,12
22.5056350012359,8,4
63.5980581930425,4.8,3
77.8442005648148,9.2,13
55.5389166618705,7.8,4
44.0994945868832,2.2,3
54.6797902893145,2.8,4
29.8126630403263,3.8,3
89.7406197553269,3,5
64.2668761715202,11,14
53.8773387558871,9.8,6
48.7513554888459,5.4,7
80.1905397666349,0.8,4
20.551317909538,7.6,3
46.920021683337,10.8,4
62.2401733338401,6.2,4
63.2852109647285,12.4,8
47.5326480380697,5,4
28.7768794672574,5.6,5
41.2693277707903,6,8
85.1415210036393,3.8,3
54.5027171095186,7.4,4
49.8816175115359,16.2,6
49.7945849470694,6.2,4
44.5192780955798,8,6
61.3066086301527,14.4,4
45.1604212911126,8.6,7
51.2426899854058,5.8,15
55.5072989166744,5.6,2
43.1048453704938,10.4,3
40.4966576179565,6,6
91.1352243431018,3.2,3
34.2553067672057,9.8,6
56.1700335275021,8.2,6
59.6382418485916,6.4,9
45.9888832045353,7,8
36.7558193150425,7.6,3
46.8309939569184,7.4,4
48.2583848337453,11.4,4
44.6018578162823,7,5
38.8182530645939,6,6
85.1388840281251,7,6
61.1147687811176,7,4
36.5114716928094,7,5
60.3447901410916,11.6,10
52.5078127113763,11.4,7
70.3278314489038,5,9
68.5989395508294,12.8,13
53.8604407007776,1.4,4
54.0885531269415,7.6,10
78.6861935841743,5.8,3
73.6766246134994,3.4,4
24.7696872795832,9.6,5
17.2222599376874,6.4,9
22.6350587691172,6.2,8
39.2985752870513,9.6,12
78.6388638908352,2.8,6
91.1036066577843,1.8,5
57.0283753735828,7.4,5
50.2157754384822,4.6,4
53.3740113611249,7,7
53.1642069663125,6.6,5
40.2681749488049,5.2,3
22.5167153414537,7.2,3
61.8722937142424,13.8,20
44.9744775374117,7.8,15
45.5649350235477,7.6,9
25.2426607655845,6.6,5
66.2508046359471,7,10
74.4387929430467,9.8,14
55.248055076868,4.2,3
52.369203240936,6.6,7
49.6779118075583,13.8,14
11.1397014600011,4,6
44.4920715555221,7.6,3
55.1727135612221,11.4,6
43.1937618122491,6.4,3
37.258590206506,12.2,11
72.6274996325803,5.6,3
59.2710074266062,7.8,3
47.0738295620834,10.8,16
61.6342635350049,7.8,3
51.0588069302946,8.8,12
62.4243330035935,11.8,3
48.558873243761,8.6,4
43.7393513731383,8.6,3
47.7854291711936,9,12
27.9998345363087,6.6,3
67.52350817795,6,4
57.6762379326248,10.4,2
58.6655231207666,7,4
71.0793711948069,7.6,3
62.185937374344,13.2,5
65.6434772307117,6.4,5
43.1511933503571,8.8,7
50.6262960166563,10.4,3
61.6747777166426,4.6,6
37.835970590684,4.8,4
31.3932598354548,8.8,3
56.2089257110497,8.4,5
49.6764836295353,7.2,2
43.8211212737922,12.6,7
17.8838397286748,5.8,6
29.9652125965854,14.4,3
70.6587876362158,5.4,5
