mu_pred,conf_pred,iter_pred
37.2882684237027,8.6,3
64.2816542038832,0.6,3
46.3245206165437,13,19
28.0247268302307,1.8,4
62.1287251198357,5.6,3
75.3188781930805,6.4,4
52.7515816738529,13,15
41.6656961703827,6.4,8
59.885383938333,12.2,6
42.0819868003273,8,12
75.6261697813017,2,4
29.9865824161736,5.8,5
56.6808870782007,9.2,5
64.7005509617301,1.2,4
39.7717990643801,8.6,3
52.4355058737037,6.4,4
88.0135968636728,2,4
52.8038594328582,10.2,11
43.8556395950071,7.2,23
43.8636024505808,4.8,3
75.2886305304791,3.4,7
59.8608032283223,5,11
57.9468104887275,7.6,8
68.729475193026,12,6
35.6237020474594,9.6,3
43.9466758159404,7,9
75.4640257999014,2.8,4
62.1701665058857,5.6,3
42.0088746895982,5.2,4
50.8064352393367,8.8,3
9.97644926321736,2.2,3
52.0266629097267,13,16
63.9976155207465,4.8,4
52.4384382936778,8.4,5
59.0630783591304,8.2,2
78.4644689357365,6.4,3
31.2564205426488,13.4,12
54.4558160966166,8,3
30.4426706673206,5.6,10
53.9271489614925,8.2,4
21.6355128427035,7.4,4
32.1936238745865,17,9
33.2841474466504,10.2,16
91.7494765433998,4.4,2
40.5923440758591,6.4,4
33.4300681159785,11.8,8
49.0949864295507,9,21
51.4457905780706,7.2,5
69.7215980103491,9.2,8
47.8330021892511,7.6,7
47.6276982035129,7.4,9
45.774674154381,8,8
31.9803253371885,4,3
50.8891867828897,6.8,6
48.9084216299772,8.4,4
86.8291840180079,6.6,3
82.9554924832084,3.8,3
52.3937039233986,8,13
40.3290072965465,6.6,8
51.4577556130033,6,6
55.3057942156208,11.2,11
9.72198699929081,3.2,4
48.1136577302126,13.4,13
42.7923875670326,10.4,17
69.1716938116235,12,14
9.38480039410497,0.8,4
53.8032513203187,3,7
53.5583726867095,10.2,9
73.9461005751617,4,5
39.3532521244639,7.2,5
67.8726535557139,7.4,11
38.8246832149462,9,4
45.6984594172206,10.8,11
58.2345022353239,8.2,5
57.4168327919184,11.2,4
26.2994501350726,8.2,7
29.8201568350712,12.8,8
48.4279274921075,7.2,6
64.4695748195439,9.2,4
55.837481732156,2.8,4
31.0900873657291,8.8,9
31.6500680536753,6.6,11
38.7308318526881,7,6
55.6965877958241,14.2,2
51.8121282048886,5.8,5
74.2353882860982,7.6,5
67.567771782546,5.2,5
65.131501644175,9.2,3
50.2827455147683,9.8,7
52.9285568680717,8.2,16
50.1699729087659,9,7
47.5342226908548,5.4,3
41.4456498200343,7.4,4
38.1401862163445,6.2,7
30.5527433641716,4.2,3
85.4321342953655,7.4,5
66.1421621955816,16,7
68.1853720666591,12.4,9
47.6696295534015,4,4
55.2457739106297,13.8,20
53.6912493621979,8.6,9
58.6683069897994,8.4,4
62.3338167491944,12.2,6
40.9343887078337,8.4,3
65.4127599388938,5,4
30.9902714145875,2.8,3
63.4157481009516,8,5
47.7669127762454,7,3
63.6261883619827,6.6,3
53.3279623767799,12.2,18
83.2608708122443,8.4,14
16.4723326380463,5.8,3
36.812857453283,7.8,4
48.318596333288,19.2,19
24.3773824716258,10.6,6
37.5999115542035,4.4,5
39.049796452573,9.8,5
51.8551648567464,11.8,10
50.896578548342,5.6,3
46.4870475521718,10,5
68.7622185340335,5.4,6
72.6151095823303,7.2,5
76.6787155527237,6.6,4
74.8296247926167,6.8,3
45.2463735359007,1,2
21.6378761137713,6.6,6
35.6855701353514,6.2,7
41.3467954369952,11,21
44.9483257779691,5.4,9
43.0558529407018,8.2,6
41.1100401018531,5.4,4
44.0973459296328,6.4,6
58.722926939761,7.8,5
42.4695003750916,13.6,3
53.066528385115,2.6,3
66.566039840412,11,5
68.165373306939,8.8,6
46.6233478120537,5.8,8
64.0466414336745,9,3
61.5768871066213,7.6,7
65.4424456667349,8.8,5
50.8763940392083,19.6,29
49.0686954288017,5.4,3
47.8728954074765,4.6,4
14.7668344468887,6.4,7
38.2049955492021,8.8,11
76.756644262782,1.6,3
70.0043526755275,9.6,5
57.2896792069678,6.6,18
64.6897084233784,8,3
54.3106516165805,7,5
39.8347930965457,7,5
33.4973449520067,6.6,6
56.3621570177456,6.6,4
54.6111095678091,8,5
57.0716544119058,9.8,9
50.4665758046242,9,16
53.4850701567683,8.4,4
51.9663581137167,9.4,4
26.0610033809401,8.2,7
45.9561098342879,5.8,6
25.5526937676264,6.2,13
36.1192856563894,6.6,5
43.8787847308061,9,4
48.4436390104872,17.6,17
44.1059206042899,9.6,4
37.6479648801369,7.8,4
77.3440723098748,12.2,4
60.5880709157593,9.4,17
36.0766627993393,7.4,6
37.2820437398157,7,9
61.6506913820718,7.2,3
28.5085222986305,7.4,16
41.0313720199724,8.2,4
45.5766492609302,4.8,4
59.8399253562675,9.8,9
44.1652206853767,6.4,4
67.8730161661546,9.8,11
59.3040005009409,10,13
30.8191679603596,4,4
35.7618915042226,11.2,9
75.8511147280326,5.6,11
44.2247532215623,9,7
53.8875561138898,7.2,4
70.878928506136,5.4,4
66.9201567964165,8.4,3
51.1858946512388,9.2,8
12.1618551633182,1.8,4
49.5275035621867,12.2,15
52.3315036023728,9.2,3
23.1008817590865,3.4,6
57.0564356633111,11.4,3
46.654494391083,5.8,4
22.4881343340706,7.8,4
54.5270782720628,9.8,23
40.0242375825974,9.2,11
48.024728875522,6.8,17
48.2440891514393,5.8,7
57.3378923028909,9,9
64.3698693228255,5.4,3
62.4023794420337,8.4,4
34.516868059769,13.2,4
28.5584638981373,9,3
46.4591760327169,2.2,4
54.3853111526989,10.4,9
30.2991598214564,6.4,4
61.7959913482602,6.8,3
66.0185246248219,4.8,5
56.2110619081582,5,6
46.521305938059,4,6
40.117630036498,11.8,4
46.8631630416748,7.4,4
78.9323274395521,5.4,8
56.9049472316282,11.4,5
59.7074644849719,3.4,6
50.615769862131,10,10
67.4235961826453,5.6,5
47.1004137313166,6.4,6
52.0149368477592,8.2,7
33.0088122822262,5.2,12
38.1091940664371,4,3
62.8818377742809,6.6,4
47.4557617256772,7.2,6
69.9838107984313,13,10
52.8356412339323,11.8,8
40.6420512832174,12,4
85.7916146951045,6.8,5
46.5908156504212,9.8,3
26.5772185921592,3.8,4
35.2502693363291,8.8,8
28.3736581523449,6.2,7
61.2119533747787,0.8,4
55.871751711047,3.6,3
37.9459254696945,8,5
49.1519320433022,12.2,3
37.0390642796511,10,3
54.5394041725676,10.6,4
33.4370402473773,7.6,5
74.0272138105495,5,6
31.7806978680959,12.6,9
40.8148645610218,9.6,4
55.4009003251704,6.6,5
60.7753964472541,2.6,4
65.4019869715881,1.8,4
26.4856462666064,7.2,3
38.5522790989501,11.6,26
32.9920934367305,9,6
40.5914707181043,11.4,5
45.9223309390042,14.4,3
50.0411260801185,7,3
55.7801908642542,12.8,4
78.7950706990214,8.4,3
47.3102529568809,18.4,3
59.6319942876088,4.6,9
38.961048767329,8.4,4
47.8179315125788,5,3
39.1400208935836,6.4,3
50.2143824441678,8.6,4
51.0312187112653,11,28
63.3808171330558,4.2,4
48.0616324615897,8.2,10
29.7065138665334,7.4,3
35.3299265027222,5,3
16.2698530433636,4,7
27.9780384969414,7,3
62.7559646778574,4.4,10
48.0244019300681,5.6,4
61.1500830811283,8.2,8
49.3217834544298,7.6,9
69.8143201636259,5.2,6
61.2936418966293,4.6,16
52.5481450714743,7.2,7
41.3568745528702,10.6,20
84.0124320451084,5.8,6
31.6543392225003,2.2,3
81.955346734357,6.6,11
68.3556739472139,5.6,7
57.2831940416621,7.8,14
64.1475397050235,8,6
49.036004031184,4.2,5
62.7266054222903,7,3
38.7610316510835,2,5
30.1380438235753,7.4,3
79.7379599452601,6.4,8
46.58667433906,10.4,4
17.3911358044687,3,4
35.0208852857031,7.2,7
45.0790116964816,8.4,4
47.1036544019059,11.2,9
85.9862268111379,3.4,5
57.3053496368971,9.6,10
61.6836193627566,3.4,3
57.352812342519,11.2,9
51.9022750534622,4,5
50.062183032807,7,3
41.1429567740009,7,8
31.7227249508017,9.2,13
22.7355295493663,4.2,7
59.4997584862603,6.8,3
13.8626285747969,0.8,4
29.1269646396548,9.6,3
27.6855463170645,3.8,4
68.6850091564229,4.6,7
47.6037641575172,17.6,5
17.3837885913598,2.6,3
31.497694762485,9.8,5
38.478455520373,7.8,4
74.9740812357518,4,3
46.5153940574227,9,40
50.0731413888427,10.4,9
33.5799360107184,7,3
61.6638403503544,9,8
64.1616098748786,6.6,5
55.9187236009696,8.8,12
88.6358278770641,3.8,6
8.48890482857383,3.8,5
60.5911805510755,1.2,4
44.0326325943418,14,4
85.7497512864949,7.4,5
51.0463687108417,7,3
48.2077500798025,24.2,10
42.9476320616321,3.2,8
34.6153461447653,9.4,2
72.6371463936241,1.2,4
37.9067219117059,7.8,13
71.5337304506311,6.8,8
78.9340625546131,6.4,9
60.2115010394273,9.4,9
32.7436158618948,10.4,5
37.014037628097,8.4,6
52.05569551014,11.8,3
28.9831251095151,5.6,3
33.1176449125568,4.4,4
59.2966497138097,9.8,7
63.679938161028,7.6,12
65.1231556876678,5.4,4
27.8159559169818,6,4
69.2837662236835,7.2,8
48.4867057851262,10.4,15
49.4410257248803,1.8,3
56.132765331923,7.6,4
50.5276576837563,2.4,5
52.2306573945769,8.6,3
51.574893815914,7.8,5
49.4824471738168,6,14
38.5414259183621,5.6,7
21.5156849778704,5.6,7
51.9929159314051,11.6,4
63.2581365145798,10.8,3
37.075717227799,6.8,4
53.7091580952242,5.8,5
63.5600903426365,6.6,5
69.048142174869,8.6,8
56.1581768989463,6.4,6
30.3493457470517,12.8,14
36.3485901183056,3.2,4
91.8740053018175,3.8,3
53.654022833298,1.6,3
46.5337599308975,10.4,6
49.7416718098941,7.4,6
12.3592064642063,3.8,3
58.185491659568,5,4
55.5246697348882,11.6,6
77.5835866296214,6,5
46.741986271907,1,4
45.207215779919,21.6,8
58.6301642367277,13,10
45.908756611108,5.8,4
24.7270187483217,6.6,11
47.2379948568399,4.8,11
47.7818949734684,6.8,3
67.5118921213837,6.2,3
35.0183712275215,9.2,4
49.0480914743715,8.8,3
56.1257914943386,6.8,5
33.5337079518417,6.4,5
64.5916785470283,8.6,3
69.028846249381,3.4,4
56.2729619821203,8.2,4
39.5078174613349,7.8,3
58.8961226129702,7.4,7
37.7661489366094,4.8,4
57.9221301957306,7.6,4
51.4270430574741,9.4,4
23.4174444982596,4.2,4
68.9736437213945,1.8,4
86.989109815718,2.2,6
40.3587140802847,7.4,4
54.705602421752,1.2,4
40.7707087823404,6.8,7
41.6932312287951,9.4,5
40.9675376626322,6.2,3
58.0170449932108,2.4,4
45.0359678883753,7,12
72.7704637935429,4.4,4
53.769835692399,6.8,5
49.672763035193,9.2,7
40.2177279471347,8.8,7
55.6305118126214,5.6,3
39.7983508068229,5.8,6
68.2311762000779,6.2,3
66.3754175826997,1.8,4
58.4227417470569,8.8,7
41.3144687675854,9.8,15
44.713624707357,7,5
46.1954069501111,11.4,12
30.463406397542,8.8,5
70.1195094638194,5,3
47.7806106399747,13.2,6
41.3954594626833,8.4,4
39.4119782993306,6,5
57.2375170514997,9.2,10
73.3464998139131,7.2,7
62.0455959597738,10.2,5
48.8251044407196,3.2,5
49.7879987147988,7.8,4
65.4851466014116,8.6,8
57.5297768754205,9.2,3
56.8236665281662,9.8,5
51.7484810322376,7.8,6
39.2725695591545,9.6,5
62.4807886881606,12,10
76.5846931969055,2.6,8
54.9637022295906,8.6,4
49.6804560616842,7.6,4
7.76664305869004,0.6,4
45.7426858755629,9,7
52.2215913822504,4.6,3
43.4577732920429,6.8,9
50.1489142498574,3.8,5
39.8638863138172,5.2,4
36.6885484635611,16,12
29.7010915210083,8,3
57.7445408389533,7.4,5
51.5365839452317,3.8,4
38.2324951559796,6.6,2
46.9363182029968,9.2,14
61.7460317965097,9.8,2
30.486444311621,3.2,3
60.9356004570389,8,2
45.7001549796549,4.2,4
63.7516364123041,7.8,2
51.3648648046354,18.6,4
41.5738990069209,8.6,14
10.8279063822942,1,4
43.6569636421668,8.6,17
51.7209621836244,5.6,2
75.4599715197569,6.6,8
32.3581529526852,6.8,12
72.7346903564661,6.2,3
55.3404694613029,4.4,3
56.3646634982014,7.2,15
39.9322909027702,6.6,2
66.0039478639724,7.4,3
38.617592715187,11.8,3
61.3447931201837,5.6,3
56.4723371744002,6,7
25.1603359155995,6,4
92.2100171361868,2.2,3
52.5657084908712,7.8,8
38.7204090568633,8.4,9
64.2922085818699,6.8,6
45.3267360963989,12.2,2
85.9653261513792,1.4,4
54.1433234492189,8.2,14
36.8819740904618,7.8,5
47.2391998539044,8.2,3
35.1002269992761,1.8,4
36.8192431475832,7.8,5
32.4247291523843,7.4,3
50.7371772754223,8.4,7
51.0761752917759,7.6,6
58.528078423347,9.8,3
33.5938624755076,9,5
84.3321054497123,3.8,3
59.49283983729,9.2,4
75.2916216576637,2.6,5
43.7378419277627,8.2,3
51.814305417832,14.4,6
49.2207394199636,7.2,3
46.4199420779439,9.2,4
51.1276692956368,8.2,4
31.0047117610637,9,16
59.6937120328964,6.6,4
49.9611729135669,5.4,4
31.3276387340368,3.6,3
30.9914685983069,9.6,8
51.3062949936936,7.2,4
44.0735495593104,14,5
19.6926671807261,6.8,4
47.802472957734,13.2,5
47.6706456108387,7.8,3
55.9709119683568,8.6,8
73.9711932366019,6,5
48.0624094516444,10.8,5
66.9979198357757,8.2,13
47.0961609187715,10,15
45.8611190182254,7.6,4
45.8570636924942,6,6
68.362668589505,13.2,20
71.3273982787122,8.2,3
38.5451620547208,4.4,4
70.9134489172183,11,3
17.8447366416369,6,10
61.3801146652539,7.8,4
56.6449593416854,6.4,9
43.2709696677308,3.2,3
28.8787452587254,2,4
49.9349489077553,6,6
51.7858676451565,12.2,18
53.5867154870832,6.8,4
42.7513661305917,7.8,6
35.9382689539969,9.4,6
24.1993785048747,6.6,3
62.5465701188895,15.2,6
60.071370919857,6.6,5
52.2303590570853,6.6,4
59.4072789174521,4.4,4
33.2018601276566,5.8,3
66.0957129004054,11.2,3
42.9468805021199,11.6,3
46.0905032486119,7.6,3
40.8468223933167,5.6,6
30.8179360092989,6.6,4
48.839411980552,7.8,3
31.9083625407145,4,4
60.9757887619999,4.8,5
30.092240029135,5.6,10
55.1707286280086,4,4
22.2244015158054,5.4,3
53.8730410522891,8,3
36.4303916157807,10,3
32.7539561649592,10.6,5
60.836028467313,9.2,4
50.3471913885893,10.8,4
40.3624066107542,8.4,11
21.77066920062,6.8,4
59.1931011640912,5.4,3
35.5491337944101,5.6,4
44.8779042728736,11.8,3
33.8236685300736,4.2,2
7.12059220200494,0.6,3
46.0522292205179,9.4,4
57.7359500003933,7.2,3
45.2585363814555,11.4,5
59.1977230288627,4.8,3
79.7901292155112,11.4,6
52.4143576643231,9,3
43.8372542224483,19.2,19
69.2099770382272,9.2,6
48.492698593385,13.2,21
45.2316277474245,16.4,11
74.6756098534732,4.8,5
64.9823235100515,8.4,12
61.5212048301745,7.8,6
53.3142104658202,6,6
67.1550911172176,2,5
32.7755408350991,9.4,7
74.6677447977576,5.4,3
64.0618716272268,0.6,4
23.4958468123934,1.2,3
38.0358341364406,7.2,3
62.1043317855274,9.4,19
66.4381473217828,13.6,5
45.403414568651,8,4
35.0077103007627,15,3
28.5962525431289,16,3
49.598080889414,9.4,3
25.1076610265196,8.8,14
68.41234252915,6.4,7
49.1341052930195,9.2,9
32.0634208061088,11.6,4
56.3564051213606,15,8
68.3588739343195,9.2,13
55.8373689797415,11.6,16
74.7707370256689,14.2,27
42.6876937325753,9.2,4
34.6901661432248,14.6,3
59.7026947789481,8,5
42.555808946294,7.4,4
36.4996096157511,9,3
32.1362848819485,12.6,4
55.2912414309531,4.8,10
46.2493488816833,8.2,5
34.1098721097559,7.8,3
42.8990294592522,1.6,4
74.5722456902388,3.8,5
48.4626063751735,9.8,3
41.0527537904,11.6,4
42.1556527132192,6,3
34.0877411414797,9.4,3
57.3163365289465,13.2,12
55.1442938228958,10.2,17
34.0048425622704,7,5
57.0971507462141,8,5
54.8918823850086,17,3
